,county,date_number,Population,region,pop_dens,tranlevel
25885,Surry,78,70573.0,Northern,134.0,High
25871,Perquimans,78,13049.0,Coastal,52.6,High
25867,Orange,78,148331.0,Eastern,374.0,High
25819,Cherokee,78,28738.0,Western,63.2,High
25893,Washington,78,10708.0,Coastal,31.8,High
25810,Buncombe,78,271638.0,Western,410.4,High
25835,Gaston,78,233387.0,Central,640.7,High
25822,Cleveland,78,99332.0,Western,214.4,High
25800,Alamance,78,175029.0,Northern,404.8,High
25854,Lincoln,78,88742.0,Central,293.4,High
25884,Stokes,78,44422.0,Northern,99.1,High
25803,Anson,78,22028.0,Central,41.5,High
25846,Hoke,78,53783.0,Eastern,133.5,High
25841,Halifax,78,47859.0,Coastal,67.2,High
25879,Rowan,78,148565.0,Northern,287.1,High
25890,Vance,78,41665.0,Eastern,168.7,High
25866,Onslow,78,207928.0,Coastal,268.4,High
25891,Wake,78,1154170.0,Eastern,1353.3,High
25869,Pasquotank,78,40966.0,Coastal,178.8,High
25853,Lenoir,78,54323.0,Coastal,138.1,High
25825,Cumberland,78,341793.0,Eastern,512.9,High
25881,Sampson,78,58371.0,Coastal,62.4,High
25806,Beaufort,78,44150.0,Coastal,53.6,High
25852,Lee,78,64360.0,Eastern,248.1,High
25838,Granville,78,60720.0,Eastern,114.6,High
25859,Mecklenburg,78,1128426.0,Central,2130.4,High
25863,Nash,78,96101.0,Coastal,175.7,High
25989,Union,79,244960.0,Central,376.6,High
25941,Halifax,79,47859.0,Coastal,67.2,High
25953,Lenoir,79,54323.0,Coastal,138.1,High
25993,Washington,79,10708.0,Coastal,31.8,High
25990,Vance,79,41665.0,Eastern,168.7,High
25948,Iredell,79,192986.0,Northern,325.0,High
25926,Currituck,79,29385.0,Coastal,107.3,High
25928,Davidson,79,171752.0,Northern,305.4,High
25965,Northampton,79,16953.0,Eastern,32.6,High
25939,Greene,79,19978.0,Coastal,76.7,High
25977,Robeson,79,115899.0,Coastal,123.0,High
25957,Martin,79,21503.0,Coastal,48.3,High
25986,Swain,79,14046.0,Western,26.8,High
25991,Wake,79,1154170.0,Eastern,1353.3,High
25937,Graham,79,7935.0,Western,27.5,High
25931,Durham,79,331347.0,Eastern,1133.7,High
25983,Stanly,79,62143.0,Central,158.2,High
25925,Cumberland,79,341793.0,Eastern,512.9,High
25914,Camden,79,10537.0,Coastal,43.1,High
25936,Gates,79,10324.0,Coastal,30.8,High
25923,Columbus,79,49795.0,Coastal,54.0,High
25921,Clay,79,11238.0,Western,51.6,High
25906,Beaufort,79,44150.0,Coastal,53.6,High
25933,Forsyth,79,387703.0,Northern,938.1,High
25905,Avery,79,17347.0,Western,72.0,High
25929,Davie,79,43127.0,Northern,162.0,High
25952,Lee,79,64360.0,Eastern,248.1,High
25962,Moore,79,102966.0,Eastern,142.9,High
25955,Macon,79,37041.0,Western,71.8,High
25963,Nash,79,96101.0,Coastal,175.7,High
25932,Edgecombe,79,48604.0,Coastal,96.7,High
25918,Chatham,79,77095.0,Eastern,111.9,High
25930,Duplin,79,48249.0,Coastal,59.8,High
25946,Hoke,79,53783.0,Eastern,133.5,High
25982,Scotland,79,33662.0,Eastern,107.1,High
25940,Guilford,79,545484.0,Northern,838.0,High
25969,Pasquotank,79,40966.0,Coastal,178.8,High
25924,Craven,79,102568.0,Coastal,142.5,High
25901,Alexander,79,36172.0,Northern,140.2,High
25973,Pitt,79,173536.0,Coastal,261.0,High
25979,Rowan,79,148565.0,Northern,287.1,High
25920,Chowan,79,13646.0,Coastal,79.4,High
25909,Brunswick,79,144821.0,Coastal,160.8,High
25944,Henderson,79,117429.0,Western,311.8,High
25954,Lincoln,79,88742.0,Central,293.4,High
25998,Yadkin,79,36925.0,Northern,111.1,High
25911,Burke,79,88398.0,Western,173.0,High
25981,Sampson,79,58371.0,Coastal,62.4,High
25985,Surry,79,70573.0,Northern,134.0,High
25927,Dare,79,37817.0,Coastal,96.3,High
25910,Buncombe,79,271638.0,Western,410.4,High
25951,Jones,79,9076.0,Coastal,19.5,High
25966,Onslow,79,207928.0,Coastal,268.4,High
25980,Rutherford,79,63870.0,Western,114.0,High
25996,Wilkes,79,65151.0,Northern,87.5,High
25960,Mitchell,79,14783.0,Western,67.4,High
25994,Watauga,79,54804.0,Northern,173.1,High
25907,Bertie,79,17302.0,Coastal,25.7,High
25978,Rockingham,79,90457.0,Northern,161.0,High
25935,Gaston,79,233387.0,Central,640.7,High
25968,Pamlico,79,12215.0,Coastal,36.5,High
25903,Anson,79,22028.0,Central,41.5,High
25972,Person,79,39048.0,Eastern,99.7,High
25916,Caswell,79,22400.0,Eastern,53.5,High
25992,Warren,79,18621.0,Eastern,43.4,High
25961,Montgomery,79,25485.0,Eastern,52.4,High
25915,Carteret,79,69039.0,Coastal,133.3,High
25956,Madison,79,21146.0,Western,47.1,High
25904,Ashe,79,26506.0,Northern,62.3,High
25984,Stokes,79,44422.0,Northern,99.1,High
25938,Granville,79,60720.0,Eastern,114.6,High
25971,Perquimans,79,13049.0,Coastal,52.6,High
25997,Wilson,79,79078.0,Coastal,214.3,High
25967,Orange,79,148331.0,Eastern,374.0,High
25976,Richmond,79,43006.0,Eastern,90.7,High
25964,New Hanover,79,230423.0,Coastal,1174.0,High
25902,Alleghany,79,11057.0,Northern,46.4,High
25949,Jackson,79,41919.0,Western,87.8,High
25987,Transylvania,79,32825.0,Western,87.2,High
25934,Franklin,79,70655.0,Eastern,139.4,High
25999,Yancey,79,18320.0,Western,59.1,High
25917,Catawba,79,162841.0,Northern,400.2,High
25919,Cherokee,79,28738.0,Western,63.2,High
25913,Caldwell,79,81319.0,Northern,170.9,High
25995,Wayne,79,115895.0,Coastal,211.8,High
25945,Hertford,79,20374.0,Coastal,61.0,High
25942,Harnett,79,134986.0,Eastern,224.5,High
25988,Tyrrell,79,3315.0,Coastal,8.3,High
25950,Johnston,79,224833.0,Coastal,272.7,High
25970,Pender,79,62250.0,Coastal,69.1,High
25912,Cabarrus,79,232873.0,Central,625.1,High
25922,Cleveland,79,99332.0,Western,214.4,High
25975,Randolph,79,143325.0,Northern,184.3,High
25959,Mecklenburg,79,1128426.0,Central,2130.4,High
25958,McDowell,79,44151.0,Western,101.3,High
25943,Haywood,79,62831.0,Western,112.2,High
25947,Hyde,79,4595.0,Coastal,7.5,High
25974,Polk,79,19461.0,Western,81.3,High
25900,Alamance,79,175029.0,Northern,404.8,High
25908,Bladen,79,29171.0,Coastal,33.8,High
26067,Orange,80,148331.0,Eastern,374.0,High
26042,Harnett,80,134986.0,Eastern,224.5,High
26069,Pasquotank,80,40966.0,Coastal,178.8,High
26051,Jones,80,9076.0,Coastal,19.5,High
26046,Hoke,80,53783.0,Eastern,133.5,High
26056,Madison,80,21146.0,Western,47.1,High
26027,Dare,80,37817.0,Coastal,96.3,High
26054,Lincoln,80,88742.0,Central,293.4,High
26013,Caldwell,80,81319.0,Northern,170.9,High
26052,Lee,80,64360.0,Eastern,248.1,High
26084,Stokes,80,44422.0,Northern,99.1,High
26098,Yadkin,80,36925.0,Northern,111.1,High
26060,Mitchell,80,14783.0,Western,67.4,High
26087,Transylvania,80,32825.0,Western,87.2,High
26029,Davie,80,43127.0,Northern,162.0,High
26063,Nash,80,96101.0,Coastal,175.7,High
26055,Macon,80,37041.0,Western,71.8,High
26034,Franklin,80,70655.0,Eastern,139.4,High
26094,Watauga,80,54804.0,Northern,173.1,High
26012,Cabarrus,80,232873.0,Central,625.1,High
26070,Pender,80,62250.0,Coastal,69.1,High
26032,Edgecombe,80,48604.0,Coastal,96.7,High
26099,Yancey,80,18320.0,Western,59.1,High
26062,Moore,80,102966.0,Eastern,142.9,High
26047,Hyde,80,4595.0,Coastal,7.5,High
26005,Avery,80,17347.0,Western,72.0,High
26058,McDowell,80,44151.0,Western,101.3,High
26044,Henderson,80,117429.0,Western,311.8,High
26030,Duplin,80,48249.0,Coastal,59.8,High
26011,Burke,80,88398.0,Western,173.0,High
26082,Scotland,80,33662.0,Eastern,107.1,High
26040,Guilford,80,545484.0,Northern,838.0,High
26095,Wayne,80,115895.0,Coastal,211.8,High
26092,Warren,80,18621.0,Eastern,43.4,High
26001,Alexander,80,36172.0,Northern,140.2,High
26002,Alleghany,80,11057.0,Northern,46.4,High
26049,Jackson,80,41919.0,Western,87.8,High
26016,Caswell,80,22400.0,Eastern,53.5,High
26073,Pitt,80,173536.0,Coastal,261.0,High
26017,Catawba,80,162841.0,Northern,400.2,High
26096,Wilkes,80,65151.0,Northern,87.5,High
26020,Chowan,80,13646.0,Coastal,79.4,High
26009,Brunswick,80,144821.0,Coastal,160.8,High
26068,Pamlico,80,12215.0,Coastal,36.5,High
26008,Bladen,80,29171.0,Coastal,33.8,High
26078,Rockingham,80,90457.0,Northern,161.0,High
26066,Onslow,80,207928.0,Coastal,268.4,High
26072,Person,80,39048.0,Eastern,99.7,High
26004,Ashe,80,26506.0,Northern,62.3,High
26007,Bertie,80,17302.0,Coastal,25.7,High
26079,Rowan,80,148565.0,Northern,287.1,High
26024,Craven,80,102568.0,Coastal,142.5,High
26035,Gaston,80,233387.0,Central,640.7,High
26086,Swain,80,14046.0,Western,26.8,High
26053,Lenoir,80,54323.0,Coastal,138.1,High
26065,Northampton,80,16953.0,Eastern,32.6,High
26025,Cumberland,80,341793.0,Eastern,512.9,High
26064,New Hanover,80,230423.0,Coastal,1174.0,High
26045,Hertford,80,20374.0,Coastal,61.0,High
26010,Buncombe,80,271638.0,Western,410.4,High
26023,Columbus,80,49795.0,Coastal,54.0,High
26014,Camden,80,10537.0,Coastal,43.1,High
26090,Vance,80,41665.0,Eastern,168.7,High
26074,Polk,80,19461.0,Western,81.3,High
26031,Durham,80,331347.0,Eastern,1133.7,High
26085,Surry,80,70573.0,Northern,134.0,High
26019,Cherokee,80,28738.0,Western,63.2,High
26015,Carteret,80,69039.0,Coastal,133.3,High
26033,Forsyth,80,387703.0,Northern,938.1,High
26093,Washington,80,10708.0,Coastal,31.8,High
26057,Martin,80,21503.0,Coastal,48.3,High
26006,Beaufort,80,44150.0,Coastal,53.6,High
26022,Cleveland,80,99332.0,Western,214.4,High
26089,Union,80,244960.0,Central,376.6,High
26036,Gates,80,10324.0,Coastal,30.8,High
26097,Wilson,80,79078.0,Coastal,214.3,High
26039,Greene,80,19978.0,Coastal,76.7,High
26081,Sampson,80,58371.0,Coastal,62.4,High
26075,Randolph,80,143325.0,Northern,184.3,High
26059,Mecklenburg,80,1128426.0,Central,2130.4,High
26041,Halifax,80,47859.0,Coastal,67.2,High
26091,Wake,80,1154170.0,Eastern,1353.3,High
26038,Granville,80,60720.0,Eastern,114.6,High
26050,Johnston,80,224833.0,Coastal,272.7,High
26003,Anson,80,22028.0,Central,41.5,High
26026,Currituck,80,29385.0,Coastal,107.3,High
26028,Davidson,80,171752.0,Northern,305.4,High
26021,Clay,80,11238.0,Western,51.6,High
26088,Tyrrell,80,3315.0,Coastal,8.3,High
26061,Montgomery,80,25485.0,Eastern,52.4,High
26048,Iredell,80,192986.0,Northern,325.0,High
26071,Perquimans,80,13049.0,Coastal,52.6,High
26000,Alamance,80,175029.0,Northern,404.8,High
26077,Robeson,80,115899.0,Coastal,123.0,High
26076,Richmond,80,43006.0,Eastern,90.7,High
26043,Haywood,80,62831.0,Western,112.2,High
26037,Graham,80,7935.0,Western,27.5,High
26080,Rutherford,80,63870.0,Western,114.0,High
26083,Stanly,80,62143.0,Central,158.2,High
26018,Chatham,80,77095.0,Eastern,111.9,High
26114,Camden,81,10537.0,Coastal,43.1,High
26153,Lenoir,81,54323.0,Coastal,138.1,High
26135,Gaston,81,233387.0,Central,640.7,High
26125,Cumberland,81,341793.0,Eastern,512.9,High
26195,Wayne,81,115895.0,Coastal,211.8,High
26140,Guilford,81,545484.0,Northern,838.0,High
26190,Vance,81,41665.0,Eastern,168.7,High
26149,Jackson,81,41919.0,Western,87.8,High
26182,Scotland,81,33662.0,Eastern,107.1,High
26130,Duplin,81,48249.0,Coastal,59.8,High
26147,Hyde,81,4595.0,Coastal,7.5,High
26173,Pitt,81,173536.0,Coastal,261.0,High
26100,Alamance,81,175029.0,Northern,404.8,High
26197,Wilson,81,79078.0,Coastal,214.3,High
26106,Beaufort,81,44150.0,Coastal,53.6,High
26159,Mecklenburg,81,1128426.0,Central,2130.4,High
26132,Edgecombe,81,48604.0,Coastal,96.7,High
26117,Catawba,81,162841.0,Northern,400.2,High
26138,Granville,81,60720.0,Eastern,114.6,High
26143,Haywood,81,62831.0,Western,112.2,High
26103,Anson,81,22028.0,Central,41.5,High
26101,Alexander,81,36172.0,Northern,140.2,High
26172,Person,81,39048.0,Eastern,99.7,High
26175,Randolph,81,143325.0,Northern,184.3,High
26186,Swain,81,14046.0,Western,26.8,High
26198,Yadkin,81,36925.0,Northern,111.1,High
26171,Perquimans,81,13049.0,Coastal,52.6,High
26184,Stokes,81,44422.0,Northern,99.1,High
26161,Montgomery,81,25485.0,Eastern,52.4,High
26152,Lee,81,64360.0,Eastern,248.1,High
26180,Rutherford,81,63870.0,Western,114.0,High
26113,Caldwell,81,81319.0,Northern,170.9,High
26165,Northampton,81,16953.0,Eastern,32.6,High
26154,Lincoln,81,88742.0,Central,293.4,High
26146,Hoke,81,53783.0,Eastern,133.5,High
26163,Nash,81,96101.0,Coastal,175.7,High
26110,Buncombe,81,271638.0,Western,410.4,High
26185,Surry,81,70573.0,Northern,134.0,High
26167,Orange,81,148331.0,Eastern,374.0,High
26104,Ashe,81,26506.0,Northern,62.3,High
26169,Pasquotank,81,40966.0,Coastal,178.8,High
26179,Rowan,81,148565.0,Northern,287.1,High
26122,Cleveland,81,99332.0,Western,214.4,High
26115,Carteret,81,69039.0,Coastal,133.3,High
26181,Sampson,81,58371.0,Coastal,62.4,High
26193,Washington,81,10708.0,Coastal,31.8,High
26166,Onslow,81,207928.0,Coastal,268.4,High
26109,Brunswick,81,144821.0,Coastal,160.8,High
26119,Cherokee,81,28738.0,Western,63.2,High
26120,Chowan,81,13646.0,Coastal,79.4,High
26124,Craven,81,102568.0,Coastal,142.5,High
26155,Macon,81,37041.0,Western,71.8,High
26141,Halifax,81,47859.0,Coastal,67.2,High
26187,Transylvania,81,32825.0,Western,87.2,High
26183,Stanly,81,62143.0,Central,158.2,High
26127,Dare,81,37817.0,Coastal,96.3,High
26192,Warren,81,18621.0,Eastern,43.4,High
26134,Franklin,81,70655.0,Eastern,139.4,High
26116,Caswell,81,22400.0,Eastern,53.5,High
26199,Yancey,81,18320.0,Western,59.1,High
26164,New Hanover,81,230423.0,Coastal,1174.0,High
26145,Hertford,81,20374.0,Coastal,61.0,High
26177,Robeson,81,115899.0,Coastal,123.0,High
26196,Wilkes,81,65151.0,Northern,87.5,High
26151,Jones,81,9076.0,Coastal,19.5,High
26123,Columbus,81,49795.0,Coastal,54.0,High
26133,Forsyth,81,387703.0,Northern,938.1,High
26178,Rockingham,81,90457.0,Northern,161.0,High
26129,Davie,81,43127.0,Northern,162.0,High
26168,Pamlico,81,12215.0,Coastal,36.5,High
26102,Alleghany,81,11057.0,Northern,46.4,High
26108,Bladen,81,29171.0,Coastal,33.8,High
26136,Gates,81,10324.0,Coastal,30.8,High
26189,Union,81,244960.0,Central,376.6,High
26107,Bertie,81,17302.0,Coastal,25.7,High
26191,Wake,81,1154170.0,Eastern,1353.3,High
26174,Polk,81,19461.0,Western,81.3,High
26194,Watauga,81,54804.0,Northern,173.1,High
26176,Richmond,81,43006.0,Eastern,90.7,High
26121,Clay,81,11238.0,Western,51.6,High
26142,Harnett,81,134986.0,Eastern,224.5,High
26170,Pender,81,62250.0,Coastal,69.1,High
26162,Moore,81,102966.0,Eastern,142.9,High
26188,Tyrrell,81,3315.0,Coastal,8.3,High
26105,Avery,81,17347.0,Western,72.0,High
26150,Johnston,81,224833.0,Coastal,272.7,High
26144,Henderson,81,117429.0,Western,311.8,High
26131,Durham,81,331347.0,Eastern,1133.7,High
26157,Martin,81,21503.0,Coastal,48.3,High
26158,McDowell,81,44151.0,Western,101.3,High
26128,Davidson,81,171752.0,Northern,305.4,High
26137,Graham,81,7935.0,Western,27.5,High
26139,Greene,81,19978.0,Coastal,76.7,High
26111,Burke,81,88398.0,Western,173.0,High
26160,Mitchell,81,14783.0,Western,67.4,High
26112,Cabarrus,81,232873.0,Central,625.1,High
26126,Currituck,81,29385.0,Coastal,107.3,High
26118,Chatham,81,77095.0,Eastern,111.9,High
26156,Madison,81,21146.0,Western,47.1,High
26148,Iredell,81,192986.0,Northern,325.0,High
26263,Nash,82,96101.0,Coastal,175.7,High
26280,Rutherford,82,63870.0,Western,114.0,High
26275,Randolph,82,143325.0,Northern,184.3,High
26274,Polk,82,19461.0,Western,81.3,High
26286,Swain,82,14046.0,Western,26.8,High
26250,Johnston,82,224833.0,Coastal,272.7,High
26265,Northampton,82,16953.0,Eastern,32.6,High
26276,Richmond,82,43006.0,Eastern,90.7,High
26272,Person,82,39048.0,Eastern,99.7,High
26228,Davidson,82,171752.0,Northern,305.4,High
26237,Graham,82,7935.0,Western,27.5,High
26298,Yadkin,82,36925.0,Northern,111.1,High
26285,Surry,82,70573.0,Northern,134.0,High
26261,Montgomery,82,25485.0,Eastern,52.4,High
26226,Currituck,82,29385.0,Coastal,107.3,High
26231,Durham,82,331347.0,Eastern,1133.7,High
26277,Robeson,82,115899.0,Coastal,123.0,High
26204,Ashe,82,26506.0,Northern,62.3,High
26223,Columbus,82,49795.0,Coastal,54.0,High
26218,Chatham,82,77095.0,Eastern,111.9,High
26206,Beaufort,82,44150.0,Coastal,53.6,High
26212,Cabarrus,82,232873.0,Central,625.1,High
26297,Wilson,82,79078.0,Coastal,214.3,High
26270,Pender,82,62250.0,Coastal,69.1,High
26225,Cumberland,82,341793.0,Eastern,512.9,High
26257,Martin,82,21503.0,Coastal,48.3,High
26289,Union,82,244960.0,Central,376.6,High
26200,Alamance,82,175029.0,Northern,404.8,High
26264,New Hanover,82,230423.0,Coastal,1174.0,High
26290,Vance,82,41665.0,Eastern,168.7,High
26248,Iredell,82,192986.0,Northern,325.0,High
26239,Greene,82,19978.0,Coastal,76.7,High
26253,Lenoir,82,54323.0,Coastal,138.1,High
26299,Yancey,82,18320.0,Western,59.1,High
26214,Camden,82,10537.0,Coastal,43.1,High
26221,Clay,82,11238.0,Western,51.6,High
26222,Cleveland,82,99332.0,Western,214.4,High
26291,Wake,82,1154170.0,Eastern,1353.3,High
26245,Hertford,82,20374.0,Coastal,61.0,High
26281,Sampson,82,58371.0,Coastal,62.4,High
26236,Gates,82,10324.0,Coastal,30.8,High
26243,Haywood,82,62831.0,Western,112.2,High
26210,Buncombe,82,271638.0,Western,410.4,High
26293,Washington,82,10708.0,Coastal,31.8,High
26235,Gaston,82,233387.0,Central,640.7,High
26287,Transylvania,82,32825.0,Western,87.2,High
26219,Cherokee,82,28738.0,Western,63.2,High
26283,Stanly,82,62143.0,Central,158.2,High
26203,Anson,82,22028.0,Central,41.5,High
26238,Granville,82,60720.0,Eastern,114.6,High
26233,Forsyth,82,387703.0,Northern,938.1,High
26201,Alexander,82,36172.0,Northern,140.2,High
26255,Macon,82,37041.0,Western,71.8,High
26295,Wayne,82,115895.0,Coastal,211.8,High
26244,Henderson,82,117429.0,Western,311.8,High
26262,Moore,82,102966.0,Eastern,142.9,High
26278,Rockingham,82,90457.0,Northern,161.0,High
26267,Orange,82,148331.0,Eastern,374.0,High
26213,Caldwell,82,81319.0,Northern,170.9,High
26230,Duplin,82,48249.0,Coastal,59.8,High
26240,Guilford,82,545484.0,Northern,838.0,High
26247,Hyde,82,4595.0,Coastal,7.5,High
26294,Watauga,82,54804.0,Northern,173.1,High
26269,Pasquotank,82,40966.0,Coastal,178.8,High
26215,Carteret,82,69039.0,Coastal,133.3,High
26220,Chowan,82,13646.0,Coastal,79.4,High
26282,Scotland,82,33662.0,Eastern,107.1,High
26279,Rowan,82,148565.0,Northern,287.1,High
26242,Harnett,82,134986.0,Eastern,224.5,High
26234,Franklin,82,70655.0,Eastern,139.4,High
26207,Bertie,82,17302.0,Coastal,25.7,High
26229,Davie,82,43127.0,Northern,162.0,High
26208,Bladen,82,29171.0,Coastal,33.8,High
26227,Dare,82,37817.0,Coastal,96.3,High
26266,Onslow,82,207928.0,Coastal,268.4,High
26209,Brunswick,82,144821.0,Coastal,160.8,High
26211,Burke,82,88398.0,Western,173.0,High
26217,Catawba,82,162841.0,Northern,400.2,High
26251,Jones,82,9076.0,Coastal,19.5,High
26259,Mecklenburg,82,1128426.0,Central,2130.4,High
26216,Caswell,82,22400.0,Eastern,53.5,High
26284,Stokes,82,44422.0,Northern,99.1,High
26260,Mitchell,82,14783.0,Western,67.4,High
26292,Warren,82,18621.0,Eastern,43.4,High
26246,Hoke,82,53783.0,Eastern,133.5,High
26224,Craven,82,102568.0,Coastal,142.5,High
26252,Lee,82,64360.0,Eastern,248.1,High
26202,Alleghany,82,11057.0,Northern,46.4,High
26241,Halifax,82,47859.0,Coastal,67.2,High
26232,Edgecombe,82,48604.0,Coastal,96.7,High
26256,Madison,82,21146.0,Western,47.1,High
26205,Avery,82,17347.0,Western,72.0,High
26271,Perquimans,82,13049.0,Coastal,52.6,High
26288,Tyrrell,82,3315.0,Coastal,8.3,High
26258,McDowell,82,44151.0,Western,101.3,High
26273,Pitt,82,173536.0,Coastal,261.0,High
26254,Lincoln,82,88742.0,Central,293.4,High
26249,Jackson,82,41919.0,Western,87.8,High
26296,Wilkes,82,65151.0,Northern,87.5,High
26268,Pamlico,82,12215.0,Coastal,36.5,High
26339,Greene,83,19978.0,Coastal,76.7,High
26353,Lenoir,83,54323.0,Coastal,138.1,High
26311,Burke,83,88398.0,Western,173.0,High
26314,Camden,83,10537.0,Coastal,43.1,High
26321,Clay,83,11238.0,Western,51.6,High
26307,Bertie,83,17302.0,Coastal,25.7,High
26330,Duplin,83,48249.0,Coastal,59.8,High
26348,Iredell,83,192986.0,Northern,325.0,High
26390,Vance,83,41665.0,Eastern,168.7,High
26303,Anson,83,22028.0,Central,41.5,High
26388,Tyrrell,83,3315.0,Coastal,8.3,High
26367,Orange,83,148331.0,Eastern,374.0,High
26357,Martin,83,21503.0,Coastal,48.3,High
26364,New Hanover,83,230423.0,Coastal,1174.0,High
26370,Pender,83,62250.0,Coastal,69.1,High
26312,Cabarrus,83,232873.0,Central,625.1,High
26332,Edgecombe,83,48604.0,Coastal,96.7,High
26345,Hertford,83,20374.0,Coastal,61.0,High
26358,McDowell,83,44151.0,Western,101.3,High
26305,Avery,83,17347.0,Western,72.0,High
26396,Wilkes,83,65151.0,Northern,87.5,High
26347,Hyde,83,4595.0,Coastal,7.5,High
26340,Guilford,83,545484.0,Northern,838.0,High
26301,Alexander,83,36172.0,Northern,140.2,High
26316,Caswell,83,22400.0,Eastern,53.5,High
26376,Richmond,83,43006.0,Eastern,90.7,High
26385,Surry,83,70573.0,Northern,134.0,High
26354,Lincoln,83,88742.0,Central,293.4,High
26361,Montgomery,83,25485.0,Eastern,52.4,High
26377,Robeson,83,115899.0,Coastal,123.0,High
26302,Alleghany,83,11057.0,Northern,46.4,High
26328,Davidson,83,171752.0,Northern,305.4,High
26398,Yadkin,83,36925.0,Northern,111.1,High
26394,Watauga,83,54804.0,Northern,173.1,High
26356,Madison,83,21146.0,Western,47.1,High
26360,Mitchell,83,14783.0,Western,67.4,High
26346,Hoke,83,53783.0,Eastern,133.5,High
26355,Macon,83,37041.0,Western,71.8,High
26329,Davie,83,43127.0,Northern,162.0,High
26375,Randolph,83,143325.0,Northern,184.3,High
26315,Carteret,83,69039.0,Coastal,133.3,High
26366,Onslow,83,207928.0,Coastal,268.4,High
26374,Polk,83,19461.0,Western,81.3,High
26310,Buncombe,83,271638.0,Western,410.4,High
26338,Granville,83,60720.0,Eastern,114.6,High
26319,Cherokee,83,28738.0,Western,63.2,High
26324,Craven,83,102568.0,Coastal,142.5,High
26395,Wayne,83,115895.0,Coastal,211.8,High
26378,Rockingham,83,90457.0,Northern,161.0,High
26343,Haywood,83,62831.0,Western,112.2,High
26393,Washington,83,10708.0,Coastal,31.8,High
26333,Forsyth,83,387703.0,Northern,938.1,High
26313,Caldwell,83,81319.0,Northern,170.9,High
26344,Henderson,83,117429.0,Western,311.8,High
26336,Gates,83,10324.0,Coastal,30.8,High
26322,Cleveland,83,99332.0,Western,214.4,High
26379,Rowan,83,148565.0,Northern,287.1,High
26369,Pasquotank,83,40966.0,Coastal,178.8,High
26323,Columbus,83,49795.0,Coastal,54.0,High
26380,Rutherford,83,63870.0,Western,114.0,High
26373,Pitt,83,173536.0,Coastal,261.0,High
26359,Mecklenburg,83,1128426.0,Central,2130.4,High
26352,Lee,83,64360.0,Eastern,248.1,High
26327,Dare,83,37817.0,Coastal,96.3,High
26350,Johnston,83,224833.0,Coastal,272.7,High
26389,Union,83,244960.0,Central,376.6,High
26326,Currituck,83,29385.0,Coastal,107.3,High
26337,Graham,83,7935.0,Western,27.5,High
26309,Brunswick,83,144821.0,Coastal,160.8,High
26351,Jones,83,9076.0,Coastal,19.5,High
26317,Catawba,83,162841.0,Northern,400.2,High
26391,Wake,83,1154170.0,Eastern,1353.3,High
26382,Scotland,83,33662.0,Eastern,107.1,High
26372,Person,83,39048.0,Eastern,99.7,High
26331,Durham,83,331347.0,Eastern,1133.7,High
26349,Jackson,83,41919.0,Western,87.8,High
26320,Chowan,83,13646.0,Coastal,79.4,High
26371,Perquimans,83,13049.0,Coastal,52.6,High
26384,Stokes,83,44422.0,Northern,99.1,High
26387,Transylvania,83,32825.0,Western,87.2,High
26304,Ashe,83,26506.0,Northern,62.3,High
26381,Sampson,83,58371.0,Coastal,62.4,High
26318,Chatham,83,77095.0,Eastern,111.9,High
26399,Yancey,83,18320.0,Western,59.1,High
26362,Moore,83,102966.0,Eastern,142.9,High
26365,Northampton,83,16953.0,Eastern,32.6,High
26386,Swain,83,14046.0,Western,26.8,High
26392,Warren,83,18621.0,Eastern,43.4,High
26363,Nash,83,96101.0,Coastal,175.7,High
26300,Alamance,83,175029.0,Northern,404.8,High
26342,Harnett,83,134986.0,Eastern,224.5,High
26383,Stanly,83,62143.0,Central,158.2,High
26308,Bladen,83,29171.0,Coastal,33.8,High
26325,Cumberland,83,341793.0,Eastern,512.9,High
26335,Gaston,83,233387.0,Central,640.7,High
26341,Halifax,83,47859.0,Coastal,67.2,High
26397,Wilson,83,79078.0,Coastal,214.3,High
26334,Franklin,83,70655.0,Eastern,139.4,High
26306,Beaufort,83,44150.0,Coastal,53.6,High
26368,Pamlico,83,12215.0,Coastal,36.5,High
26431,Durham,84,331347.0,Eastern,1133.7,High
26449,Jackson,84,41919.0,Western,87.8,High
26413,Caldwell,84,81319.0,Northern,170.9,High
26479,Rowan,84,148565.0,Northern,287.1,High
26408,Bladen,84,29171.0,Coastal,33.8,High
26461,Montgomery,84,25485.0,Eastern,52.4,High
26474,Polk,84,19461.0,Western,81.3,High
26410,Buncombe,84,271638.0,Western,410.4,High
26471,Perquimans,84,13049.0,Coastal,52.6,High
26488,Tyrrell,84,3315.0,Coastal,8.3,High
26405,Avery,84,17347.0,Western,72.0,High
26446,Hoke,84,53783.0,Eastern,133.5,High
26409,Brunswick,84,144821.0,Coastal,160.8,High
26454,Lincoln,84,88742.0,Central,293.4,High
26480,Rutherford,84,63870.0,Western,114.0,High
26487,Transylvania,84,32825.0,Western,87.2,High
26423,Columbus,84,49795.0,Coastal,54.0,High
26496,Wilkes,84,65151.0,Northern,87.5,High
26475,Randolph,84,143325.0,Northern,184.3,High
26484,Stokes,84,44422.0,Northern,99.1,High
26411,Burke,84,88398.0,Western,173.0,High
26486,Swain,84,14046.0,Western,26.8,High
26452,Lee,84,64360.0,Eastern,248.1,High
26436,Gates,84,10324.0,Coastal,30.8,High
